Agency,City,State,NTD ID,Reporter Type,Report Year,Primary UZA Population,Agency VOMS,Mode,TOS,Mode VOMS,Guideway,Stations,Administrative Buildings,Maintenance Buildings,Passenger Vehicles,Other Vehicles,Fare Collection Equipment,Communication & Information Systems,Other,Total
Dallas Area Rapid Transit,Dallas,TX,60056,Full,2021,5121892.0,730,DR,TX,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"OATS, Inc.",Columbia,MO,7R03-70133,Rural,2021,0.0,725,DR,DO,725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
San Diego Metropolitan Transit System,San Diego,CA,90026,Full,2021,2956746.0,691,LR,DO,96,5237199.0,0.0,0.0,52194.0,32846200.0,0.0,0.0,83129.0,34534.0,38253256.0
San Diego Metropolitan Transit System,San Diego,CA,90026,Full,2021,2956746.0,691,CB,PT,9,0.0,0.0,0.0,0.0,19515283.0,0.0,0.0,0.0,0.0,19515283.0
"Regional Public Transportation Authority, dba: Valley Metro",Phoenix,AZ,90136,Full,2021,3629114.0,691,DR,PT,65,0.0,0.0,0.0,0.0,1687775.0,0.0,0.0,0.0,0.0,1687775.0
San Diego Metropolitan Transit System,San Diego,CA,90026,Full,2021,2956746.0,691,DR,PT,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Regional Public Transportation Authority, dba: Valley Metro",Phoenix,AZ,90136,Full,2021,3629114.0,691,MB,PT,322,0.0,68678.0,0.0,0.0,21988206.0,0.0,736516.0,648465.0,0.0,23441865.0
San Diego Metropolitan Transit System,San Diego,CA,90026,Full,2021,2956746.0,691,DR,TX,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
San Diego Metropolitan Transit System,San Diego,CA,90026,Full,2021,2956746.0,691,MB,PT,290,0.0,5254476.0,0.0,1174913.0,2868553.0,0.0,0.0,0.0,0.0,9297942.0
San Diego Metropolitan Transit System,San Diego,CA,90026,Full,2021,2956746.0,691,MB,DO,225,0.0,0.0,0.0,1150234.0,50015446.0,0.0,0.0,0.0,10470.0,51176150.0
"Regional Public Transportation Authority, dba: Valley Metro",Phoenix,AZ,90136,Full,2021,3629114.0,691,VP,PT,173,0.0,0.0,0.0,0.0,43562.0,0.0,0.0,0.0,0.0,43562.0
"Regional Public Transportation Authority, dba: Valley Metro",Phoenix,AZ,90136,Full,2021,3629114.0,691,DR,TX,131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"City and County of Honolulu, dba: City & County of Honolulu DTS",Honolulu,HI,90002,Full,2021,802459.0,683,DR,TX,79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"City and County of Honolulu, dba: City & County of Honolulu DTS",Honolulu,HI,90002,Full,2021,802459.0,683,VP,PT,58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"City and County of Honolulu, dba: City & County of Honolulu DTS",Honolulu,HI,90002,Full,2021,802459.0,683,MB,PT,364,0.0,374798.0,0.0,53383.0,7323846.0,142270.0,0.0,99884.0,325431.0,8319612.0
"City and County of Honolulu, dba: City & County of Honolulu DTS",Honolulu,HI,90002,Full,2021,802459.0,683,DR,PT,182,0.0,0.0,0.0,0.0,7642584.0,0.0,0.0,0.0,0.0,7642584.0
"City and County of Honolulu, dba: City & County of Honolulu DTS",Honolulu,HI,90002,Full,2021,802459.0,683,HR,PT,0,280117898.0,195148699.0,0.0,334678.0,0.0,0.0,2876261.0,0.0,83333.0,478560869.0
Orange County Transportation Authority,Orange,CA,90036,Full,2021,12150996.0,678,DR,TX,91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Orange County Transportation Authority,Orange,CA,90036,Full,2021,12150996.0,678,MB,DO,180,0.0,208368.0,0.0,3364307.0,0.0,2014580.0,0.0,1269887.0,0.0,6857142.0
Orange County Transportation Authority,Orange,CA,90036,Full,2021,12150996.0,678,DR,PT,151,0.0,0.0,0.0,461118.0,129976.0,82330.0,0.0,56625.0,0.0,730049.0
Orange County Transportation Authority,Orange,CA,90036,Full,2021,12150996.0,678,VP,PT,145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Orange County Transportation Authority,Orange,CA,90036,Full,2021,12150996.0,678,MB,PT,111,0.0,90621.0,0.0,1290694.0,0.0,158808.0,0.0,217476.0,0.0,1757599.0
Orange County Transportation Authority,Orange,CA,90036,Full,2021,12150996.0,678,SR,PT,0,25276945.0,780415.0,0.0,28077571.0,12577824.0,0.0,0.0,16903023.0,0.0,83615778.0
Orange County Transportation Authority,Orange,CA,90036,Full,2021,12150996.0,678,CB,PT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Orange County Transportation Authority,Orange,CA,90036,Full,2021,12150996.0,678,CB,DO,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Access Services  ,El Monte,CA,90157,Full,2021,12150996.0,676,DR,PT,509,0.0,0.0,169868.0,0.0,1196260.0,0.0,0.0,1587170.0,0.0,2953298.0
Access Services  ,El Monte,CA,90157,Full,2021,12150996.0,676,DR,TX,167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Metropolitan Council,Minneapolis,MN,50154,Full,2021,2650890.0,646,MB,PT,59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,796060.0,0.0,796060.0
Metropolitan Council,Minneapolis,MN,50154,Full,2021,2650890.0,646,DR,PT,553,0.0,0.0,0.0,0.0,270869.0,0.0,0.0,0.0,0.0,270869.0
Metropolitan Council,Minneapolis,MN,50154,Full,2021,2650890.0,646,VP,PT,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Capital Metropolitan Transportation Authority, dba: Capital Metro",Austin,TX,60048,Full,2021,1362416.0,605,VP,PT,98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Capital Metropolitan Transportation Authority, dba: Capital Metro",Austin,TX,60048,Full,2021,1362416.0,605,MB,PT,302,0.0,3210016.0,291151.0,2083922.0,0.0,0.0,2159284.0,8844818.0,1587321.0,18176512.0
"Capital Metropolitan Transportation Authority, dba: Capital Metro",Austin,TX,60048,Full,2021,1362416.0,605,DR,PT,182,0.0,0.0,0.0,117229.0,2099497.0,0.0,0.0,94675.0,0.0,2311401.0
"Capital Metropolitan Transportation Authority, dba: Capital Metro",Austin,TX,60048,Full,2021,1362416.0,605,YR,PT,12,4591007.0,8985316.0,0.0,148039.0,0.0,0.0,415970.0,4586904.0,515123.0,19242359.0
"Capital Metropolitan Transportation Authority, dba: Capital Metro",Austin,TX,60048,Full,2021,1362416.0,605,CB,PT,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Capital Metropolitan Transportation Authority, dba: Capital Metro",Austin,TX,60048,Full,2021,1362416.0,605,LR,PT,0,5427922.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5427922.0
Metro Transit ,Minneapolis,MN,50027,Full,2021,2650890.0,575,LR,DO,75,413950950.0,1373823.0,7395.0,5001837.0,8524507.0,114609.0,0.0,2087904.0,0.0,431061025.0
Metro Transit ,Minneapolis,MN,50027,Full,2021,2650890.0,575,MB,DO,490,31664038.0,47283269.0,539171.0,69978026.0,28956247.0,1692935.0,3929219.0,4844594.0,0.0,188887499.0
Metro Transit ,Minneapolis,MN,50027,Full,2021,2650890.0,575,CR,PT,10,114539.0,495193.0,0.0,95332.0,0.0,0.0,0.0,0.0,0.0,705064.0
Central Florida Regional Transportation Authority,Orlando,FL,40035,Full,2021,1510516.0,558,MB,DO,246,0.0,1341096.0,19252.0,3881885.0,19099944.0,27716.0,566859.0,1183279.0,1547414.0,27667445.0
Central Florida Regional Transportation Authority,Orlando,FL,40035,Full,2021,1510516.0,558,VP,PT,146,0.0,0.0,0.0,0.0,245766.0,0.0,0.0,0.0,0.0,245766.0
Central Florida Regional Transportation Authority,Orlando,FL,40035,Full,2021,1510516.0,558,DR,PT,142,0.0,0.0,0.0,0.0,2847120.0,0.0,0.0,207048.0,0.0,3054168.0
Central Florida Regional Transportation Authority,Orlando,FL,40035,Full,2021,1510516.0,558,MB,PT,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84045.0,0.0,84045.0
Central Florida Regional Transportation Authority,Orlando,FL,40035,Full,2021,1510516.0,558,RB,DO,11,12895.0,0.0,0.0,0.0,5820727.0,0.0,0.0,0.0,0.0,5833622.0
Delaware Transit Corporation,Dover,DE,30075,Full,2021,5441567.0,547,MB,PT,55,0.0,0.0,0.0,0.0,0.0,0.0,52500.0,0.0,0.0,52500.0
Delaware Transit Corporation,Dover,DE,30075,Full,2021,5441567.0,547,DR,PT,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Delaware Transit Corporation,Dover,DE,30075,Full,2021,5441567.0,547,DR,DO,270,0.0,0.0,0.0,440165.0,5930937.0,0.0,0.0,459135.0,0.0,6830237.0
Delaware Transit Corporation,Dover,DE,30075,Full,2021,5441567.0,547,MB,DO,193,0.0,188766.0,5731877.0,448614.0,18653467.0,272131.0,0.0,1191915.0,932185.0,27418955.0
Delaware Transit Corporation,Dover,DE,30075,Full,2021,5441567.0,547,CR,PT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"City of Phoenix Public Transit Department , dba: Valley Metro",Phoenix,AZ,90032,Full,2021,3629114.0,542,MB,PT,421,0.0,18234.0,2207231.0,227184.0,57164325.0,71758.0,313733.0,6775059.0,7543211.0,74320735.0
"City of Phoenix Public Transit Department , dba: Valley Metro",Phoenix,AZ,90032,Full,2021,3629114.0,542,DR,PT,121,0.0,0.0,0.0,0.0,355584.0,0.0,0.0,0.0,0.0,355584.0
Regional Transportation Commission of Southern Nevada,Las Vegas,NV,90045,Full,2021,1886011.0,523,DR,PT,293,0.0,0.0,0.0,72854.0,8016743.0,0.0,0.0,0.0,0.0,8089597.0
Regional Transportation Commission of Southern Nevada,Las Vegas,NV,90045,Full,2021,1886011.0,523,MB,PT,230,0.0,3825053.0,0.0,11375990.0,24457303.0,0.0,0.0,906854.0,0.0,40565200.0
Santa Clara Valley Transportation Authority,San Jose,CA,90013,Full,2021,1664496.0,515,LR,DO,46,15668897.0,1298765.0,0.0,356064.0,0.0,0.0,0.0,1494768.0,0.0,18818494.0
Santa Clara Valley Transportation Authority,San Jose,CA,90013,Full,2021,1664496.0,515,MB,DO,319,146807.0,922092.0,0.0,2981093.0,3680989.0,52988.0,0.0,15096459.0,0.0,22880428.0
Santa Clara Valley Transportation Authority,San Jose,CA,90013,Full,2021,1664496.0,515,DR,PT,138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Santa Clara Valley Transportation Authority,San Jose,CA,90013,Full,2021,1664496.0,515,MB,PT,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Santa Clara Valley Transportation Authority,San Jose,CA,90013,Full,2021,1664496.0,515,HR,DO,0,130893666.0,0.0,0.0,0.0,5825165.0,0.0,0.0,0.0,0.0,136718831.0
San Francisco Bay Area Rapid Transit District,Oakland,CA,90003,Full,2021,3281212.0,512,HR,DO,496,387220105.0,174526979.0,69168153.0,44932217.0,170360336.0,11608023.0,8423964.0,43837768.0,0.0,910077545.0
San Francisco Bay Area Rapid Transit District,Oakland,CA,90003,Full,2021,3281212.0,512,MG,PT,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
San Francisco Bay Area Rapid Transit District,Oakland,CA,90003,Full,2021,3281212.0,512,YR,DO,14,265857.0,0.0,0.0,1104798.0,0.0,0.0,0.0,0.0,0.0,1370655.0
San Francisco Bay Area Rapid Transit District,Oakland,CA,90003,Full,2021,3281212.0,512,DR,PT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Snohomish County Public Transportation Benefit Area Corporation,Everett,WA,29,Full,2021,3059393.0,505,CB,PT,50,0.0,0.0,5291.0,0.0,0.0,0.0,0.0,0.0,0.0,5291.0
Snohomish County Public Transportation Benefit Area Corporation,Everett,WA,29,Full,2021,3059393.0,505,CB,DO,46,0.0,0.0,0.0,0.0,13209361.0,0.0,0.0,0.0,0.0,13209361.0
Snohomish County Public Transportation Benefit Area Corporation,Everett,WA,29,Full,2021,3059393.0,505,DR,PT,36,0.0,0.0,0.0,0.0,1265035.0,0.0,0.0,0.0,0.0,1265035.0
Snohomish County Public Transportation Benefit Area Corporation,Everett,WA,29,Full,2021,3059393.0,505,VP,DO,262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Snohomish County Public Transportation Benefit Area Corporation,Everett,WA,29,Full,2021,3059393.0,505,MB,DO,111,0.0,5370731.0,25158907.0,6250573.0,530403.0,0.0,1523244.0,2946838.0,3403697.0,45184393.0
Alameda-Contra Costa Transit District,Oakland,CA,90014,Full,2021,3281212.0,500,MB,DO,330,0.0,0.0,990724.0,3403792.0,361562.0,0.0,0.0,4907469.0,0.0,9663547.0
Alameda-Contra Costa Transit District,Oakland,CA,90014,Full,2021,3281212.0,500,CB,DO,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alameda-Contra Costa Transit District,Oakland,CA,90014,Full,2021,3281212.0,500,RB,DO,17,14640345.0,0.0,0.0,0.0,290190.0,0.0,0.0,0.0,0.0,14930535.0
Alameda-Contra Costa Transit District,Oakland,CA,90014,Full,2021,3281212.0,500,MB,PT,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alameda-Contra Costa Transit District,Oakland,CA,90014,Full,2021,3281212.0,500,DR,PT,116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Puerto Rico Highway and Transportation Authority - Público,San Juan,PR,40105,Full,2021,2148346.0,482,PB,PT,482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Broward County Board of County Commissioners, dba: Broward County Transit Division",Fort Lauderdale,FL,40029,Full,2021,5502379.0,461,MB,PT,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Bi-State Development Agency of the Missouri-Illinois Metropolitan District, dba: (St. Louis) Metro",Saint Louis,MO,70006,Full,2021,2150706.0,461,LR,DO,42,3741662.0,833822.0,0.0,11007.0,19065.0,0.0,0.0,221856.0,0.0,4827412.0
"Bi-State Development Agency of the Missouri-Illinois Metropolitan District, dba: (St. Louis) Metro",Saint Louis,MO,70006,Full,2021,2150706.0,461,MB,DO,317,0.0,0.0,0.0,9747755.0,32216338.0,385791.0,522195.0,5373122.0,2630596.0,50875797.0
"Broward County Board of County Commissioners, dba: Broward County Transit Division",Fort Lauderdale,FL,40029,Full,2021,5502379.0,461,MB,DO,278,0.0,4363041.0,0.0,1746237.0,31217853.0,0.0,0.0,3674421.0,19211900.0,60213452.0
"Broward County Board of County Commissioners, dba: Broward County Transit Division",Fort Lauderdale,FL,40029,Full,2021,5502379.0,461,DR,PT,176,0.0,0.0,13514.0,0.0,3854654.0,0.0,0.0,0.0,161095.0,4029263.0
"Bi-State Development Agency of the Missouri-Illinois Metropolitan District, dba: (St. Louis) Metro",Saint Louis,MO,70006,Full,2021,2150706.0,461,DR,DO,102,0.0,0.0,0.0,0.0,5442282.0,0.0,92735.0,0.0,0.0,5535017.0
Montachusett Regional Transit Authority,Fitchburg,MA,10061,Full,2021,116960.0,403,DR,PT,92,0.0,0.0,66267.0,0.0,2200452.0,42000.0,0.0,333967.0,26164.0,2668850.0
Montachusett Regional Transit Authority,Fitchburg,MA,10061,Full,2021,116960.0,403,DR,TX,289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Montachusett Regional Transit Authority,Fitchburg,MA,10061,Full,2021,116960.0,403,MB,PT,22,0.0,154536.0,322824.0,400517.0,2402923.0,0.0,439256.0,436642.0,115692.0,4272390.0
San Diego Association of Governments,San Diego,CA,90095,Full,2021,2956746.0,389,VP,PT,389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Board of County Commissioners, Palm Beach County, dba: Palm Tran, Inc.",West Palm Beach,FL,40037,Full,2021,5502379.0,377,DR,PT,259,0.0,0.0,6047.0,0.0,6853657.0,0.0,0.0,0.0,0.0,6859704.0
"Board of County Commissioners, Palm Beach County, dba: Palm Tran, Inc.",West Palm Beach,FL,40037,Full,2021,5502379.0,377,MB,DO,118,0.0,0.0,6364893.0,117242.0,16510399.0,365258.0,2966322.0,1850854.0,119722.0,28294690.0
"Westchester County, dba: The Bee-Line System",White Plains,NY,20076,Full,2021,18351295.0,373,DR,PT,75,0.0,0.0,0.0,0.0,448945.0,0.0,0.0,0.0,0.0,448945.0
"Westchester County, dba: The Bee-Line System",White Plains,NY,20076,Full,2021,18351295.0,373,DR,TX,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Westchester County, dba: The Bee-Line System",White Plains,NY,20076,Full,2021,18351295.0,373,MB,PT,270,0.0,0.0,0.0,5545383.0,973696.0,0.0,0.0,0.0,0.0,6519079.0
"Milwaukee County, dba: Milwaukee County Transit System",Milwaukee,WI,50008,Full,2021,1376476.0,368,DR,PT,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Milwaukee County, dba: Milwaukee County Transit System",Milwaukee,WI,50008,Full,2021,1376476.0,368,MB,PT,306,0.0,0.0,44664.0,0.0,6819502.0,70298.0,96716.0,142500.0,102924.0,7276604.0
"Milwaukee County, dba: Milwaukee County Transit System",Milwaukee,WI,50008,Full,2021,1376476.0,368,CB,PT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Potomac and Rappahannock Transportation Commission,Woodbridge,VA,30070,Full,2021,4586770.0,364,CB,PT,87,0.0,0.0,539534.0,1109043.0,3738083.0,0.0,0.0,0.0,225353.0,5612013.0
Potomac and Rappahannock Transportation Commission,Woodbridge,VA,30070,Full,2021,4586770.0,364,MB,PT,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Potomac and Rappahannock Transportation Commission,Woodbridge,VA,30070,Full,2021,4586770.0,364,VP,PT,244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Potomac and Rappahannock Transportation Commission,Woodbridge,VA,30070,Full,2021,4586770.0,364,DR,PT,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Regional Transportation Commission of Washoe County,Reno,NV,90001,Full,2021,392141.0,360,MB,PT,55,0.0,0.0,0.0,1210023.0,15039285.0,151305.0,4842.0,343543.0,1596947.0,18345945.0
Regional Transportation Commission of Washoe County,Reno,NV,90001,Full,2021,392141.0,360,DR,PT,37,0.0,0.0,0.0,0.0,1723994.0,0.0,0.0,0.0,0.0,1723994.0
Regional Transportation Commission of Washoe County,Reno,NV,90001,Full,2021,392141.0,360,CB,PT,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Regional Transportation Commission of Washoe County,Reno,NV,90001,Full,2021,392141.0,360,VP,PT,265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Central Puget Sound Regional Transit Authority, dba: Sound Transit",Seattle,WA,40,Full,2021,3059393.0,357,CR,PT,77,122799.0,47640278.0,0.0,173041.0,5314339.0,54375.0,0.0,156980.0,0.0,53461812.0
"Central Puget Sound Regional Transit Authority, dba: Sound Transit",Seattle,WA,40,Full,2021,3059393.0,357,LR,DO,72,1216782881.0,218648566.0,3495827.0,18023274.0,126035175.0,1177597.0,11891556.0,134495221.0,0.0,1730550097.0
"Central Puget Sound Regional Transit Authority, dba: Sound Transit",Seattle,WA,40,Full,2021,3059393.0,357,CB,PT,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28782.0,0.0,28782.0
"Central Puget Sound Regional Transit Authority, dba: Sound Transit",Seattle,WA,40,Full,2021,3059393.0,357,SR,DO,2,41767974.0,1836721.0,0.0,0.0,14388785.0,0.0,43024.0,154680.0,0.0,58191184.0
"Central Puget Sound Regional Transit Authority, dba: Sound Transit",Seattle,WA,40,Full,2021,3059393.0,357,CB,DO,170,106336.0,330973.0,0.0,6343.0,0.0,0.0,0.0,0.0,0.0,443652.0
"Central Puget Sound Regional Transit Authority, dba: Sound Transit",Seattle,WA,40,Full,2021,3059393.0,357,MB,PT,0,15083961.0,1522871.0,0.0,1234449.0,0.0,0.0,0.0,0.0,0.0,17841281.0
"Central Puget Sound Regional Transit Authority, dba: Sound Transit",Seattle,WA,40,Full,2021,3059393.0,357,RB,PT,0,14771340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14771340.0
The Greater Cleveland Regional Transit Authority,Cleveland,OH,50015,Full,2021,1780673.0,356,DR,PT,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Greater Cleveland Regional Transit Authority,Cleveland,OH,50015,Full,2021,1780673.0,356,DR,DO,52,0.0,0.0,0.0,0.0,146803.0,0.0,0.0,0.0,0.0,146803.0
The Greater Cleveland Regional Transit Authority,Cleveland,OH,50015,Full,2021,1780673.0,356,LR,DO,5,10071969.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10071969.0
The Greater Cleveland Regional Transit Authority,Cleveland,OH,50015,Full,2021,1780673.0,356,MB,DO,213,0.0,0.0,0.0,25578235.0,17837355.0,1736656.0,8561500.0,4450459.0,554556.0,58718761.0
The Greater Cleveland Regional Transit Authority,Cleveland,OH,50015,Full,2021,1780673.0,356,HR,DO,18,56388026.0,4211197.0,0.0,0.0,2937762.0,332399.0,0.0,26965969.0,0.0,90835353.0
The Greater Cleveland Regional Transit Authority,Cleveland,OH,50015,Full,2021,1780673.0,356,RB,DO,11,0.0,0.0,0.0,0.0,28419875.0,0.0,0.0,0.0,0.0,28419875.0
Pierce County Transportation Benefit Area Authority,Tacoma,WA,3,Full,2021,3059393.0,351,DR,PT,53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pierce County Transportation Benefit Area Authority,Tacoma,WA,3,Full,2021,3059393.0,351,VP,DO,176,0.0,0.0,0.0,0.0,29310.0,0.0,0.0,0.0,0.0,29310.0
Pierce County Transportation Benefit Area Authority,Tacoma,WA,3,Full,2021,3059393.0,351,DR,DO,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pierce County Transportation Benefit Area Authority,Tacoma,WA,3,Full,2021,3059393.0,351,MB,DO,108,24006.0,5444928.0,1304364.0,13238266.0,23578503.0,128441.0,0.0,4704589.0,9110942.0,57534039.0
Pierce County Transportation Benefit Area Authority,Tacoma,WA,3,Full,2021,3059393.0,351,CB,PT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Transportation District Commission of Hampton Roads, dba: Hampton Roads Transit",Hampton,VA,30083,Full,2021,1439666.0,349,DR,TX,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Transportation District Commission of Hampton Roads, dba: Hampton Roads Transit",Hampton,VA,30083,Full,2021,1439666.0,349,DR,PT,65,0.0,0.0,0.0,0.0,72833.0,0.0,0.0,0.0,0.0,72833.0
"Transportation District Commission of Hampton Roads, dba: Hampton Roads Transit",Hampton,VA,30083,Full,2021,1439666.0,349,LR,DO,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Transportation District Commission of Hampton Roads, dba: Hampton Roads Transit",Hampton,VA,30083,Full,2021,1439666.0,349,MB,DO,240,0.0,228533.0,0.0,0.0,18515390.0,97455.0,0.0,129202.0,0.0,18970580.0
"Transportation District Commission of Hampton Roads, dba: Hampton Roads Transit",Hampton,VA,30083,Full,2021,1439666.0,349,FB,PT,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Transportation District Commission of Hampton Roads, dba: Hampton Roads Transit",Hampton,VA,30083,Full,2021,1439666.0,349,VP,PT,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Transportation District Commission of Hampton Roads, dba: Hampton Roads Transit",Hampton,VA,30083,Full,2021,1439666.0,349,DR,TN,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"City of Los Angeles, dba: City of Los Angeles Department of Transportation",Los Angeles,CA,90147,Full,2021,12150996.0,348,DR,TX,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"City of Los Angeles, dba: City of Los Angeles Department of Transportation",Los Angeles,CA,90147,Full,2021,12150996.0,348,CB,PT,87,0.0,0.0,0.0,0.0,4411250.0,0.0,130322.0,0.0,0.0,4541572.0
"City of Los Angeles, dba: City of Los Angeles Department of Transportation",Los Angeles,CA,90147,Full,2021,12150996.0,348,DR,PT,81,0.0,0.0,0.0,0.0,207897.0,0.0,0.0,0.0,0.0,207897.0
"City of Los Angeles, dba: City of Los Angeles Department of Transportation",Los Angeles,CA,90147,Full,2021,12150996.0,348,MB,PT,171,0.0,0.0,0.0,9016782.0,18755103.0,0.0,256110.0,0.0,0.0,28027995.0
Niagara Frontier Transportation Authority,Buffalo,NY,20004,Full,2021,935906.0,345,DR,DO,56,0.0,0.0,0.0,0.0,1110549.0,0.0,0.0,0.0,0.0,1110549.0
Niagara Frontier Transportation Authority,Buffalo,NY,20004,Full,2021,935906.0,345,MB,DO,266,0.0,17900.0,0.0,1666339.0,353665.0,0.0,1977162.0,1098477.0,250926.0,5364469.0
Niagara Frontier Transportation Authority,Buffalo,NY,20004,Full,2021,935906.0,345,LR,DO,23,2591264.0,12591877.0,0.0,34311.0,1591404.0,198456.0,2232142.0,224812.0,1171454.0,20635720.0
"Southwest Ohio Regional Transit Authority, dba: Metro / Access",Cincinnati,OH,50012,Full,2021,1624827.0,326,DR,DO,40,0.0,0.0,118509.0,0.0,0.0,0.0,0.0,0.0,0.0,118509.0
"Southwest Ohio Regional Transit Authority, dba: Metro / Access",Cincinnati,OH,50012,Full,2021,1624827.0,326,MB,DO,286,105380.0,1099358.0,34685.0,735799.0,21763861.0,60715.0,1087320.0,2445514.0,0.0,27332632.0
Pinellas Suncoast Transit Authority,Saint Petersburg,FL,40027,Full,2021,2441770.0,320,DR,PT,91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pinellas Suncoast Transit Authority,Saint Petersburg,FL,40027,Full,2021,2441770.0,320,DR,TN,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pinellas Suncoast Transit Authority,Saint Petersburg,FL,40027,Full,2021,2441770.0,320,MB,DO,177,0.0,0.0,444629.0,412510.0,13724829.0,0.0,337932.0,737092.0,203678.0,15860670.0
Pinellas Suncoast Transit Authority,Saint Petersburg,FL,40027,Full,2021,2441770.0,320,DR,TX,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pinellas Suncoast Transit Authority,Saint Petersburg,FL,40027,Full,2021,2441770.0,320,MB,PT,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pinellas Suncoast Transit Authority,Saint Petersburg,FL,40027,Full,2021,2441770.0,320,RB,DO,0,10362553.0,0.0,0.0,0.0,7477847.0,0.0,0.0,0.0,221975.0,18062375.0
